index,t,objective,peak
728,3.635,0.4276754041372,0.132546545630217
729,3.64,0.426838056076687,0.133598784761105
730,3.645,0.423403732435489,0.134660094819601
731,3.65,0.422437967912409,0.135730590520902
732,3.655,0.418957512880261,0.136810328665059
733,3.66,0.418056439834512,0.137899366931316
734,3.665,0.414684382613223,0.13899775930091
735,3.67,0.41375013410727,0.140105628913377
736,3.675,0.410206937404442,0.14122303328674
737,3.68,0.408481247504066,0.142350192155158
738,3.685,0.404667119437336,0.143487117821199
739,3.69,0.403047678790861,0.144633874263548
740,3.695,0.399547779257205,0.145790533349635
741,3.7,0.398548331309783,0.146957105616728
742,3.705,0.395447856670746,0.148133627666921
743,3.71,0.394395196148584,0.149320306099137
744,3.715,0.391256572607604,0.150517171064416
745,3.72,0.389872025561605,0.151724381371524
746,3.725,0.386285632449211,0.152942043230329
747,3.73,0.384660205420864,0.154170226274958
748,3.735,0.380904597056619,0.155409009988789
749,3.74,0.378945459993964,0.156658538855492
750,3.745,0.37560003808353,0.157918797576828
751,3.75,0.373715236908639,0.159189940185503
752,3.755,0.37059772289012,0.160472000865465
753,3.76,0.368531057747715,0.161765127477849
754,3.765,0.36485609644723,0.163069433459478
755,3.77,0.361888011479375,0.164385090979968
756,3.775,0.358385027154614,0.165712094278913
757,3.78,0.355811299590759,0.16705055256256
758,3.785,0.353274898783702,0.168400465222543
759,3.79,0.351331610471691,0.169761881286225
760,3.795,0.348440165773963,0.171135081768359
761,3.8,0.346679734793456,0.172520004967658
762,3.805,0.343395229175506,0.173916895348674
763,3.81,0.341800411276904,0.175325771606386
764,3.815,0.339233314650482,0.176746594581583
765,3.82,0.337722771696152,0.178179595404013
766,3.825,0.335417582392024,0.179624784769005
767,3.83,0.334252459541442,0.181082161055965
768,3.835,0.332059911826597,0.182551836913409
769,3.84,0.330911646325312,0.184033928612714
770,3.845,0.328693698297864,0.18552852673877
771,3.85,0.3274406273042,0.187035622735829
772,3.855,0.325354542804304,0.188555470021063
773,3.86,0.324172438961102,0.190088215610258
774,3.865,0.322111330074019,0.191633857687023
775,3.87,0.320905521897528,0.193192564715225
776,3.875,0.318875648409133,0.194764382334164
777,3.88,0.317710694957504,0.196349299763528
778,3.885,0.315654156531495,0.197947410430922
779,3.89,0.314514533578284,0.199558879857452
780,3.895,0.312477801382072,0.201183769883842
781,3.9,0.311393174643317,0.202822362033826
782,3.905,0.309397737365028,0.204474576174255
783,3.91,0.308178818187243,0.206140650387739
784,3.915,0.305763872479557,0.207820777105576
785,3.92,0.304089298156263,0.209515042370577
786,3.925,0.301132499697884,0.211223566191902
787,3.93,0.298419961982663,0.212946538822934
