t,x,y,L_x,f_x,f_y,filter_mean,filter_cov,smoother_mean,smoother_cov,ACI_metric
2.2,0.219487571506077,0.920342454550057,0.438975143012155,0.390256214246961,0.903650411908729,-0.454341447873775,0.563814999905519,0.43130613954507,0.366347604895463,0.736047693617482
2.3,0.311377822952195,1.18743811786964,0.622755645904391,0.344311088523902,0.806087702747103,-0.315128235028225,0.567679408535422,0.651094293201979,0.358042303860276,0.868091677019885
2.4,0.0358582932831478,1.95553665898443,0.0717165865662956,0.482070853358426,0.99742836560564,-0.496365102295186,0.594759867269116,0.919670921368211,0.344758236677052,1.74817399727395
2.5,-0.362803079844278,2.11492118928967,-0.725606159688557,0.681401539922139,0.736747850511012,-0.0773549205813248,0.616968229269103,1.19975375017825,0.320643292920598,1.40888947131519
2.6,-0.144781618863193,1.8722802139199,-0.289563237726387,0.572390809431597,0.958076565678706,-0.205525598271839,0.603478546026959,1.45148508410349,0.291292718843391,2.38041716343166
2.7,-0.21911388951067,2.06012817724671,-0.438227779021341,0.609556944755335,0.903978206847011,-0.0593024396998754,0.618913608526898,1.74480001866752,0.252525894240725,2.78166790970945
2.8,-0.393164245455463,2.28907311807117,-0.786328490910926,0.696582122727732,0.690843752190873,0.307332929803326,0.606846152160394,2.0268595649329,0.203930792601971,2.64945154642185
2.9,-0.767851551842517,2.05954804891287,-1.53570310368503,0.883925775921258,-0.179192011333922,1.11246877153786,0.474556776940237,2.18381404664684,0.15002753614439,1.44317105212886
3,-1.4334728924445,2.1998733439823,-2.86694578488901,1.21673644622225,-3.10968906674642,2.29664972856546,0.296998361066663,2.12513942475109,0.101390224921313,0.257588319539507
3.1,-2.13784899667141,1.50886257398951,-4.27569799334281,1.5689244983357,-8.14079666513788,2.08989539413097,0.159441351052764,1.44980094058128,0.0689673575968019,1.42016357397813
3.2,-2.18454040751478,0.157550296114169,-4.36908081502955,1.59227020375739,-8.54443358412965,0.360492452030037,0.11358838489637,0.176059105122221,0.0627250872931018,0.222748966183922
3.3,-1.82416197137209,-0.414790820371298,-3.64832394274418,1.41208098568604,-5.65513379560021,-0.575885701114303,0.118708426840906,-0.465653931613659,0.0710965319850309,0.106954726715604
3.4,-1.41662957909137,-0.471011111861933,-2.83325915818274,1.20831478954569,-3.01367872871319,-0.976006548356344,0.140465485894538,-0.639555647252206,0.0857769096850271,0.454880032017431
3.5,-1.33747702915343,-1.0733858262807,-2.67495405830686,1.16873851457672,-2.57768960702618,-0.796640304880316,0.155028317424275,-0.844895825700092,0.102674629416799,0.0446795805636967
3.6,-0.971841080882231,-0.954405020154025,-1.94368216176446,0.985920540441115,-0.888950172980686,-0.987787857588694,0.185148050984717,-0.877175670398515,0.128388860359947,0.0628068006745889
3.7,-0.778150226054543,-0.447981486621354,-1.55630045210909,0.889075113027271,-0.211035548617472,-0.906062073288417,0.220599837074165,-0.774651580443597,0.153381095058298,0.0684982624097559
3.8,-0.720143182277782,-0.0991990241604663,-1.44028636455556,0.860071591138891,-0.0372124059623418,-0.687704115881435,0.250397517342735,-0.689639474990673,0.175740961550201,0.0279507205065465
3.9,-0.618949612658095,-0.324006917679236,-1.23789922531619,0.809474806329048,0.233802753980788,-0.596777368641078,0.266000202211207,-0.7259379161381,0.202419733336266,0.0484227104095332
4,-0.432357411998047,-0.0652073467675132,-0.864714823996095,0.716178705999024,0.626134136580701,-0.604100721162388,0.299895321217758,-0.6957742548026,0.235349414090336,0.0275786585244808
4.1,-0.393588327302414,-0.0706484103584608,-0.787176654604829,0.696794163651207,0.690176457222575,-0.473461103798036,0.34295925406698,-0.623981935669212,0.267076730997431,0.0474396814347633
4.2,-0.193299341948259,0.166229701781482,-0.386598683896518,0.59664967097413,0.92527072880474,-0.487998823306361,0.376344051638454,-0.58301966798709,0.296251937509873,0.0252342781083684
4.3,-0.272377050403039,0.45983230316258,-0.544754100806079,0.63618852520152,0.85162148482748,-0.306458356725818,0.427619046901979,-0.48779129882966,0.319073686853837,0.0579343791553691
4.4,0.108292133884913,0.264256070194068,0.216584267769827,0.445853933057543,0.976545627477304,-0.337649586839144,0.473062808378792,-0.396538001319202,0.331723800996781,0.0317408984250426
4.5,0.199965047932119,0.0933456250500802,0.399930095864237,0.400017476033941,0.920027959211011,-0.225188955649706,0.517806823905584,-0.289831385189727,0.332577824499001,0.0465399500133077
4.6,0.193441906066655,0.442010039504629,0.386883812133311,0.403279046966672,0.925160457954599,-0.209913239017456,0.541214323698466,-0.198157013947616,0.323436511405209,0.0563402569041528
4.7,0.2946066882657,0.809020298731561,0.589213376531399,0.35269665586715,0.826413798458234,-0.111408820762343,0.54501137606934,-0.117015662518324,0.307293363458609,0.0684453704463985
4.8,0.337869557934944,0.356846174536816,0.675739115869888,0.331065221032528,0.771688323641691,-0.0630979054518216,0.546239695384181,-0.026835366974542,0.286937807799256,0.0857481087480688
4.9,0.317811813622464,0.353504583432027,0.635623627244927,0.341094093188768,0.797991302244001,-0.0938482726596458,0.549998474930709,0.0826826854953335,0.259243107283403,0.140081069902011
5,0.638235324611347,0.0828387389324502,1.27647064922269,0.180882337694326,0.185311340836497,0.468935822796819,0.500903154868191,0.1323916022516,0.225508786242349,0.237186805555197
5.1,0.682132295712621,0.177407148228693,1.36426459142524,0.15893385214369,0.069391062291659,0.35586767824901,0.412375264207735,0.0719657585853257,0.197281033521494,0.20557998830672
5.2,0.907358864510674,0.0906321000091857,1.81471772902135,0.0463205677446631,-0.646600218012199,0.559159031710691,0.327489246387432,-0.115480576814324,0.179602764708939,0.769456443679757
5.3,0.734014964539557,-0.399270540257316,1.46802992907911,0.132992517730221,-0.0775559363360154,-0.0239362138899927,0.285255380652245,-0.351285438705993,0.180380095677757,0.23315961988959
5.4,0.73996969739568,-0.548885363029516,1.47993939479136,0.13001515130216,-0.0951103061277074,-0.023344159969976,0.295249805493202,-0.410437616616377,0.189347718288936,0.296528652508469
5.5,0.518764211900514,-0.659440196203501,1.03752842380103,0.240617894049743,0.461767384902477,-0.378956068626345,0.298572010850112,-0.508239511418465,0.203386998182333,0.0605401122876316
5.6,0.536775098271439,-0.652132085516506,1.07355019654288,0.23161245086428,0.423744987751373,-0.310001027951638,0.321457728882382,-0.502642379607588,0.218219036263908,0.0908269201643154
5.7,0.445129897123438,-0.430802866103918,0.890259794246876,0.277435051438281,0.603718749373755,-0.391776689644954,0.338902654320185,-0.500319050680634,0.233010445890142,0.0484685055454464
5.8,0.404730517034897,-0.27912053574295,0.809461034069794,0.297634741482552,0.67238641716133,-0.377369472589942,0.37045726255413,-0.426213439458719,0.243985894828384,0.0413375205928973
5.9,0.447458054293755,-0.0235453332327476,0.89491610858751,0.276270972853123,0.599562579295294,-0.287618812716416,0.383306076746456,-0.380260631736335,0.249924888519306,0.0510442353563101
6,0.407377494744343,-0.0376866309500102,0.814754989488685,0.296311252627829,0.668087153551646,-0.284033033300866,0.411072517579138,-0.278489404111814,0.251189281565321,0.051847977523247
6.1,0.55891708982027,-0.189374105427759,1.11783417964054,0.220541455089865,0.37522337341368,-0.00901573469038173,0.421988907220098,-0.191436837058724,0.244495689965621,0.102014429676056
6.2,0.628519372724006,-0.441723981293348,1.25703874544801,0.185740313637997,0.209926796221244,0.0930417346633824,0.400879363482936,-0.173190289761347,0.237519816681823,0.146358250864169
6.3,0.553231222511158,-0.594650588677312,1.10646244502232,0.223384388744421,0.387870428877619,-0.0777086154438518,0.380915426421822,-0.169998950422807,0.235150243482615,0.0610213122518085
6.4,0.293342998237773,-0.600314264311505,0.586685996475547,0.353328500881113,0.827899770769747,-0.392445338918573,0.398114660006378,-0.0701979131397872,0.233515201629662,0.190441718423675
6.5,0.385905895827056,-0.263600916446591,0.771811791654112,0.307047052086472,0.702153279131835,-0.272056509330055,0.411943327973584,0.0553036404289309,0.222664358722035,0.207943145134323
6.6,0.674838289057316,-0.0355684011335244,1.34967657811463,0.162580855471342,0.0891865672443884,0.207291180730422,0.398952543893132,0.140458841896779,0.205788126437658,0.0945060661977691
6.7,0.679185369272612,0.301946862908335,1.35837073854522,0.160407315363694,0.0774144683320508,0.148214773622991,0.370500410177769,0.183183155820922,0.188801350065808,0.0935221208445797
6.8,0.719019240004363,0.283876719888007,1.43803848000873,0.140490379997818,-0.0339773349929038,0.13670140743743,0.343178616616218,0.211837640019751,0.172459322913949,0.103537653623283
6.9,0.767957840516789,-0.00842415838466645,1.53591568103358,0.116021079741605,-0.17951848962242,0.0840170652343999,0.306426701811209,0.170274800581924,0.158799835155262,0.0999231480427093
7,0.942464290951173,0.015440193332196,1.88492858190235,0.0287678545244137,-0.776477879436193,0.264372750419073,0.275147530107412,0.0916619964150106,0.148244338966839,0.132818902619335
7.1,0.996421003503307,-0.32919188350664,1.99284200700661,0.00178949824834629,-0.985709632445076,0.131141471853826,0.242165530691806,-0.114089410169924,0.146897893357881,0.17740998108269
7.2,0.86012562192861,-0.599474848364869,1.72025124385722,0.0699371890356949,-0.479632170996157,-0.156271638852661,0.246901235521137,-0.164213204044026,0.156400929753663,0.0451382517588238
7.3,0.594688226841057,-0.389995550996836,1.18937645368211,0.202655886579472,0.292691825713279,-0.493805732887819,0.269855456349052,-0.0548499766905303,0.166161477368784,0.407344387856993
7.4,0.585571649986053,-0.545782454831081,1.17114329997211,0.207214175006973,0.314211685465222,-0.434943426666247,0.299163540151205,0.16668042083834,0.167457071864314,0.674945923150661
7.5,0.6801414030457,0.0335742089334718,1.3602828060914,0.15992929847715,0.0748153437260538,-0.2425968086173,0.308697751205788,0.375039911052691,0.157702463207726,0.70913612815042
7.6,0.731605034566577,0.595180090012897,1.46321006913315,0.134197482716711,-0.070491853206325,-0.146629420430801,0.304484845688342,0.574450749463237,0.140472026015019,0.971308129929938
7.7,1.06876475106126,0.161918330057835,2.13752950212252,-0.0343823755306306,-1.28451618622208,0.309316556894748,0.255502645532872,0.569731956649839,0.119146352718536,0.24731209620708
7.8,1.43537504033227,0.106314410088997,2.87075008066454,-0.217687520166134,-3.12060301281772,0.746025771789796,0.211895016762858,0.441476288400184,0.100938274310482,0.327830091782281
7.9,1.3611812063144,-0.152277548838918,2.7223624126288,-0.1805906031572,-2.70562855284705,0.0232199927414749,0.174905566379667,-0.00601829808325369,0.0943185523552365,0.0808550506687548
8,1.37146075778766,-0.825852460049579,2.74292151557533,-0.185730378893832,-2.76180922030303,-0.251470183462787,0.163569530079516,-0.451646331001624,0.0973347207438909,0.179561999466939
8.1,1.31390792050271,-1.34779224211989,2.62781584100542,-0.156953960251355,-2.45270804711951,-0.403660311607417,0.168991276498865,-0.817677103945607,0.110283468816915,0.546851895676564
8.2,1.05469054992719,-1.39665538736097,2.10938109985438,-0.0273452749635938,-1.22474431221143,-0.771509428391199,0.181474078608643,-1.22983420467553,0.140403218514086,0.593902931958071
8.3,0.6175116256244,-0.908795359721817,1.2350232512488,0.1912441871878,0.237358784437422,-1.14335790905951,0.222077685656132,-1.32669512943779,0.187243077818405,0.0825583505903898
8.4,0.24309743458909,-1.04543952078184,0.486194869178181,0.378451282705455,0.881807274592406,-1.29054710908752,0.27836852481123,-1.23362931901677,0.237413176075573,0.0118277270705305
8.5,0.213822439868873,-0.431702472217894,0.427644879737746,0.393088780065564,0.908559928417045,-1.16847026510803,0.337998596499907,-1.06646997867584,0.279605519262902,0.0238410289801999
8.6,0.239564546410786,0.0237881915509139,0.479129092821573,0.380217726794607,0.885217656205988,-1.03588970911586,0.391250701001118,-0.893071187639422,0.313062569567642,0.03761854759865
8.7,0.194864645668685,-0.108517572941759,0.389729291337369,0.402567677165658,0.924055539736836,-0.964635482474535,0.428363560870121,-0.737508642818713,0.339905386305651,0.0726147766575828
8.8,0.0832942432267273,-0.0590297514285457,0.166588486453455,0.458352878386636,0.986124138090574,-0.930472302672694,0.472996078052273,-0.548094843549084,0.360834932555879,0.171328657041542
8.9,-0.253403455272278,0.400490035432971,-0.506806910544557,0.626701727636139,0.871573377712141,-0.691738102705845,0.517766694888581,-0.343365809544171,0.371875154050761,0.141796656855364
9,-0.13765643148337,1.21394338084183,-0.275312862966741,0.568828215741685,0.962101413742528,-0.61761948110223,0.523054210496019,-0.202719863478038,0.38024724231738,0.187473479519631
9.1,-0.00973494248275664,1.77191797990455,-0.0194698849655133,0.504867471241378,0.999810461789715,-0.565818865214959,0.564714858993284,-0.0104666135824111,0.382910172349695,0.306362346639297
9.2,-0.264689906197402,1.26147526198986,-0.529379812394804,0.632344953098701,0.859878507114421,-0.289466740791138,0.586374745498932,0.16678361734564,0.375760951658329,0.220414354182331
9.3,-0.126978774396739,1.38326719094018,-0.253957548793479,0.56348938719837,0.967752781705404,-0.286038250865441,0.591648366847182,0.321724569601369,0.36555799473714,0.361833664400593
9.4,-0.45268683752185,1.425038309184,-0.905373675043701,0.726343418760925,0.590149254268932,0.274301824315947,0.597445439646546,0.479144394781197,0.34907114109089,0.0959466062555587
9.5,-0.619460245381206,1.71029868308806,-1.23892049076241,0.809730122690603,0.232538008784513,0.716957410319586,0.522400211268283,0.529012681397562,0.33609312203184,0.0760130865778913
9.6,-0.500331566316006,0.940811956178894,-1.00066313263201,0.750165783158003,0.499336647495544,0.454142400801552,0.456868930306136,0.534551748566309,0.341280850471142,0.0264211952712173
9.7,-0.235054221443457,1.03355686032207,-0.470108442886914,0.617527110721728,0.889499025963221,0.148556991929868,0.471920876569709,0.659936995776454,0.358341456397145,0.294394383765385
9.8,-0.181800680015896,0.875426039226766,-0.363601360031792,0.590900340007948,0.933897025491516,0.180840780968569,0.497026657157136,0.816731884092642,0.372439523555715,0.425728515069787
9.9,-0.102351381070318,1.39910937060131,-0.204702762140636,0.551175690535159,0.979048389585997,0.203726460110788,0.540296213130751,1.01120196410978,0.3804944863451,0.630827653980086
10,-0.138395650361621,1.1322458559373,-0.276791300723241,0.56919782518081,0.961693287921968,0.268352495629686,0.560950802627231,1.18921467773849,0.380406550983739,0.789117399996396
10.1,-0.0509753163989549,0.740029189897405,-0.10195063279791,0.525487658199478,0.994803034236053,0.270623379629299,0.593135954755673,1.39453143965443,0.374009513027424,1.11067539930272
10.2,-0.0765139129070925,1.14331273922117,-0.153027825814185,0.538256956453546,0.988291242263292,0.325192954875923,0.620912608061411,1.60824218944683,0.358105806838199,1.38919320322563
10.3,-0.046340883716573,1.26351818666693,-0.0926817674331461,0.523170441858287,0.995705044992734,0.347233221315634,0.647684917505201,1.83236959286148,0.332826650139817,1.79252984856827
10.4,-0.174700666548912,1.51057034553782,-0.349401333097824,0.587350333274456,0.938959354214732,0.440601025698,0.674190390754297,2.07008936810656,0.296516982106103,2.09981060819126
10.5,0.218050709299106,1.92812120512537,0.436101418598212,0.390974645350447,0.904907776348313,0.504720751302398,0.6974557603214,2.32003688359575,0.248951297735009,2.55598607883257
10.6,0.522817422802871,2.1916665646718,1.04563484560574,0.238591288598564,0.453323884827528,0.947496980020029,0.647181355934698,2.54191107285889,0.191534274553783,2.22077720949233
10.7,0.951442575802933,2.27340331032471,1.90288515160587,0.0242787120985335,-0.81048595010104,1.65442693134896,0.469498333296486,2.69111774845674,0.132614211307428,1.41788910914907
10.8,1.68742803510284,2.51142299237271,3.37485607020569,-0.343714017551422,-4.69482674730209,2.3491193893117,0.250569765213102,2.5988418088334,0.081361971155499,0.349207600755601
10.9,2.58407619174666,1.4541053220754,5.16815238349331,-0.792038095873328,-12.3548995295038,1.43737088858674,0.116587234455533,1.5803353157751,0.0518133872942359,0.215358932820123
11,2.91733187241072,0.0284564303251702,5.83466374482145,-0.958665936205362,-16.0216505075669,-0.182912536210972,0.0846037733904533,-0.0182564367254962,0.0451323152746127,0.241144811723203
11.1,2.49372295348875,-1.00416747915111,4.98744590697749,-0.746861476744374,-11.4373083375133,-1.3638187214628,0.0883264742071731,-1.16411668403969,0.0524160660416649,0.283389616423438
11.2,1.87512855015477,-1.47599779235881,3.75025710030954,-0.437564275077386,-6.03221415921108,-1.80202310503986,0.110466079189989,-1.50510713060181,0.0684882970731143,0.44805219414042
11.3,1.44457871626965,-1.56155222371429,2.8891574325393,-0.222289358134826,-3.17361533499855,-1.84511206208964,0.132570427757907,-1.70239108912098,0.0888309564033261,0.112046853013746
11.4,1.13936139597149,-2.02146615122335,2.27872279194298,-0.0696806979857441,-1.5962887812602,-1.73779412037751,0.162576521101422,-1.76278807265779,0.117326182351506,0.0258503890473392
11.5,0.718658891374333,-1.9255162639856,1.43731778274867,0.140670554312834,-0.0329412043027695,-1.85695163728498,0.199751663716878,-1.74241482376748,0.154468332284406,0.0480313094511757
11.6,0.700887773999987,-2.07102339829442,1.40177554799997,0.149556113000007,0.0175126565146875,-1.53622745833571,0.236000467419281,-1.69655956974495,0.197795269890325,0.0618201595930301
11.7,0.347252061805441,-1.69589751605121,0.694504123610882,0.32637396909728,0.758832011143741,-1.66909602093986,0.287663273921404,-1.54179140083231,0.246889056900471,0.0337234955012296
11.8,0.185932176001106,-0.828156446478941,0.371864352002213,0.407033911999447,0.930858451854987,-1.60950741055817,0.343951089270346,-1.32199587702228,0.290689671292772,0.126862357162465
11.9,-0.191689544137891,-0.854885765729055,-0.383379088275783,0.595844772068946,0.926510237336415,-1.43856979122894,0.403332574591872,-1.06703379714197,0.325014741552882,0.181980101858999
12,-0.125375889967489,-0.901931648721387,-0.250751779934977,0.562687944983744,0.96856177242972,-1.27697182129352,0.44701141216351,-0.844357895457252,0.350704250959671,0.222937121524833
12.1,-0.0441043578127469,-0.779490267024654,-0.0882087156254939,0.522052178906373,0.99610961124385,-1.12816388286395,0.485148293844392,-0.633176055588637,0.370007036363029,0.269313707699288
12.2,0.078526062418273,-0.214281187073459,0.157052124836546,0.460736968790863,0.987667315042163,-0.991225284022288,0.531124971240483,-0.404467622588314,0.380502548220268,0.349065382286616
12.3,0.153530680707892,-0.501350465828388,0.307061361415784,0.423234659646054,0.952856660162743,-0.873855644146759,0.551119698393668,-0.200079506171399,0.383434538337476,0.441125626024848
12.4,0.137366335883787,-0.277903072323325,0.274732671767573,0.431316832058107,0.962260979531726,-0.803856927932972,0.58521951033597,0.0350727266508318,0.379616519864045,0.642064937909441
12.5,0.132151916145513,-0.00381708003392649,0.264303832291025,0.433924041927244,0.965071742118139,-0.732235806921878,0.6150490273177,0.277579122362288,0.366587217706423,0.885726987445967
12.6,-0.308828387188643,0.685969137806404,-0.617656774377287,0.654414193594322,0.809250054532923,-0.412828227484297,0.624955381428669,0.511456653843346,0.345106288938831,0.756509471890148
12.7,-0.340891166108189,0.762293405469945,-0.681782332216378,0.670445583054094,0.767586425738798,-0.196808672048334,0.610293210106341,0.719528830093852,0.319577297110456,0.773219974265883
12.8,-0.437505860349008,0.844660871442039,-0.875011720698015,0.718752930174504,0.617177244320549,0.113380651970046,0.601445479610412,0.934156832459789,0.288911538932604,0.666834051131665
12.9,-0.292175710739831,0.613107363571474,-0.584351421479662,0.646087855369916,0.829266708107349,-0.0289282888987575,0.566943780114385,1.12326177776734,0.256198220203325,1.29388911207019
13,-0.428055043866701,1.40602553367612,-0.856110087733401,0.71402752193335,0.633537758840554,0.290934238728902,0.533318728401775,1.31591071379684,0.218303372092442,1.13622447611027
13.1,-0.659023237833251,1.33703355111853,-1.3180464756665,0.829511618916626,0.131376743991557,0.788197815108656,0.457896148832119,1.4435954248677,0.177925049939389,0.635968448335755
13.2,-0.944691044388847,1.21183912057996,-1.88938208877769,0.972345522194424,-0.784882338696982,1.27733287661216,0.36405332114632,1.48861792277971,0.138011887235586,0.235840846014538
13.3,-1.29534514100349,1.03421432447311,-2.59069028200698,1.14767257050174,-2.35583806864269,1.28473911657076,0.238183600782901,1.1780601075461,0.106856407988696,0.14898313324773
13.4,-1.41249185892859,0.622114416343644,-2.82498371785718,1.20624592946429,-2.99026650307908,0.77955270302054,0.184358117199423,0.785687661967071,0.0919716360641032,0.0972394890939539
13.5,-1.54601551367849,-0.17070688552694,-3.09203102735699,1.27300775683925,-3.78032793706915,0.468549631405117,0.159877415908056,0.307103778200008,0.087438901008014,0.156704460686576
13.6,-1.46003682149822,-0.329334967350349,-2.92007364299644,1.23001841074911,-3.26341504026125,0.00486101204340978,0.154354077410763,-0.197882145678875,0.0943479466738358,0.184902607253149
13.7,-1.05562965033945,-0.896145998391899,-2.11125930067889,1.02781482516972,-1.22870791735156,-0.563654423279294,0.172722506379826,-0.416712640102082,0.111080682595687,0.104777519998194
13.8,-1.0659862792314,-1.13701976028619,-2.1319725584628,1.0329931396157,-1.27265349501922,-0.372043741810766,0.191152471242641,-0.553104138754194,0.130512975547167,0.117934424186804
13.9,-0.826940627869275,-1.52742383927624,-1.65388125573855,0.913470313934638,-0.367661604041663,-0.588541611749217,0.202754139269104,-0.848812128295005,0.16559070230084,0.176642391057138
14,-0.352738657008128,-1.43971991041426,-0.705477314016256,0.676369328504064,0.751150879704205,-0.861374520522277,0.253371196838352,-0.809090184386445,0.214332101340836,0.0120196807003012
14.1,-0.104823632555237,-1.40904175368557,-0.209647265110474,0.552411816277618,0.978024012115849,-0.840469188084742,0.321228506582975,-0.621034121975238,0.255809058612527,0.0869831179925601
14.2,0.0147670761390852,-1.14544272569953,0.0295341522781705,0.492616461930457,0.999563866924605,-0.737119644732362,0.384446273664305,-0.423064583150657,0.282314214879237,0.149837757985561
14.3,0.00688257929832614,-0.535993206016249,0.0137651585966523,0.496558710350837,0.999905260204405,-0.636641028573824,0.44200044794117,-0.2208019706795,0.293378725923967,0.232412383082451
14.4,0.144027281930821,-0.397457020367455,0.288054563861641,0.42798635903459,0.95851228411924,-0.509829697579324,0.492278791141938,-0.0194011425259631,0.289335693982355,0.303895262651335
14.5,0.288116771879763,0.227697166943772,0.576233543759526,0.355941614060118,0.833977451523169,-0.349877143712175,0.506828502914384,0.144383525265401,0.273600545253485,0.319168318256372
14.6,0.31823314841454,0.353346346182735,0.636466296829079,0.34088342579273,0.797455326500339,-0.272062779322372,0.525968818357998,0.334964819143585,0.248443169800916,0.461479918136324
14.7,0.651820048176504,0.941226706264797,1.30364009635301,0.174089975911748,0.150261249590361,0.382889083879263,0.503684211404066,0.488686916727411,0.213417994378126,0.152316676170787
14.8,0.656376927383518,0.652067931187931,1.31275385476704,0.171811536308241,0.138338658397145,0.200560173648219,0.408695584998074,0.506157843282648,0.181224637449056,0.242581310234676
14.9,0.907805930276966,0.821625833066788,1.81561186055393,0.0460970348615172,-0.648223214092054,0.524780696709423,0.334308867698958,0.486196545781281,0.154131069733656,0.119879535359736
15,0.955521369592427,0.888979398181825,1.91104273918485,0.0222393152037864,-0.826042175495576,0.385054826880243,0.288124505424371,0.466163525870306,0.132211936314695,0.130344948065884
15.1,1.29188886052015,0.364501770636865,2.58377772104029,-0.145944430260074,-2.33795365587209,0.645061841496082,0.225238968891593,0.190398463089277,0.115252352840256,0.549751230504677
15.2,1.2467273583496,0.00352788919252261,2.49345471669921,-0.123363679174802,-2.10865821211477,0.184011932722407,0.199827588435023,-0.12925156720074,0.111489975735319,0.316272277000862
15.3,1.1504618216672,-0.11105421921783,2.3009236433344,-0.0752309108336003,-1.64712480622763,-0.209333028564094,0.19046827926207,-0.505382985543783,0.119130875258797,0.277442225668588
15.4,1.02824749619957,-0.218638285055448,2.05649499239913,-0.0141237480997832,-1.11458582688135,-0.402977517588563,0.201983946055143,-0.714422864921451,0.134967070469797,0.275795804793822
15.5,0.81783855424935,-0.397088558313377,1.6356771084987,0.0910807228753251,-0.337719801633333,-0.667416578440195,0.21658480044402,-0.925855284623472,0.161526228809232,0.173741374935297
15.6,0.422659900545261,-0.512328233862099,0.845319801090523,0.288670049727369,0.642717216942139,-0.983797227498671,0.259893807481752,-0.888574938476019,0.195079750763558,0.0361831952132376
15.7,0.459874277912026,-0.64204865977104,0.919748555824053,0.270062861043987,0.577031297029785,-0.805032948795523,0.310264643033429,-0.732493135940941,0.219665756824369,0.0351365600531786
