t,online_mean,online_cov
0,1.84657624727667,0.0966565108596416
0.001,1.84437185332729,0.0973836682598105
0.002,1.83034814580976,0.0981072574880135
0.003,1.82321631152172,0.0988318283910929
0.004,1.80199015888119,0.0995548029774265
0.005,1.79150262541949,0.100281693960509
0.006,1.78488078883149,0.101008511627763
0.007,1.78108204881728,0.101733783801247
0.008,1.78266360867676,0.102456342398219
0.009,1.77435896869802,0.103173959609321
0.01,1.75205564454402,0.103890609497884
0.011,1.72064494059583,0.104612064185829
0.012,1.70745967576854,0.105342243359585
0.013,1.70596295086317,0.106074102756676
0.014,1.70970049520059,0.106802838558665
0.015,1.6998898125079,0.107526129965947
0.016,1.70439277149878,0.108249632733421
0.017,1.71158466584187,0.10896724044294
0.018,1.70331457222818,0.109677655562171
0.019,1.69475311183412,0.110387443360915
0.02,1.69211589922206,0.111096760543125
0.021,1.68625349324607,0.111803072515446
0.022,1.68249747055162,0.112507785617456
0.023,1.66951370603813,0.113210043904467
0.024,1.67548061250019,0.113913993037254
0.025,1.68091780798078,0.114611204424858
0.026,1.6979261682426,0.115301788711964
0.027,1.67156477827236,0.115980168374164
0.028,1.64990982448067,0.116666000327588
0.029,1.65431574558331,0.117357448881327
0.03,1.64567789934367,0.118042709281864
0.031,1.64965742667501,0.118727754697701
0.032,1.6317498501024,0.119406683843277
0.033,1.64059118045931,0.120089695421506
0.034,1.66443563453707,0.120764260598933
0.035,1.66074443107284,0.121422801052628
0.036,1.64855998981904,0.122078473603509
0.037,1.66337204168429,0.122735316306089
0.038,1.66096610273942,0.123380160634937
0.039,1.68644039581949,0.124021274421632
0.04,1.69934798345413,0.124644665859843
0.041,1.71656224703556,0.125256368380937
0.042,1.71597716384437,0.125853971709036
0.043,1.71684585922203,0.126446222767723
0.044,1.68627045335261,0.127032371429734
0.045,1.67650772540496,0.127627952478653
0.046,1.66314720739768,0.128222968964637
0.047,1.67250552857067,0.128819304173443
0.048,1.677477624624,0.129405468981017
0.049,1.691128652957,0.12998357144604
0.05,1.71579767056347,0.130548955905372
0.051,1.73519284353442,0.131095599035592
0.052,1.71849834766736,0.131625997961811
0.053,1.72649960529989,0.132158801127319
0.054,1.71808169275499,0.132681208855669
0.055,1.72217152554174,0.13320168653067
0.056,1.72748328113132,0.133713708696033
0.057,1.72468463019135,0.134216523843712
0.058,1.70743788425655,0.134714361032009
0.059,1.67266061370297,0.135214825529391
0.06,1.67712161322748,0.135727272216097
0.061,1.69335345592441,0.136231295352919
0.062,1.69163644809718,0.136720371639705
0.063,1.70085184275017,0.137204060252144
0.064,1.68356155520661,0.137676406097089
0.065,1.66860047469603,0.138151690143019
0.066,1.67313125929618,0.138628867320315
0.067,1.65565253985229,0.139097431717341
0.068,1.67104675784789,0.139569401759589
0.069,1.6681572633466,0.140026744291689
0.07,1.68994638652654,0.140479462517674
0.071,1.66755028250749,0.140913625863997
0.072,1.65053530838926,0.141353618446032
0.073,1.63578594329759,0.141796651130744
0.074,1.6228092247015,0.142241633715216
0.075,1.6246342428629,0.142687715154183
0.076,1.61441969544192,0.143126703558249
0.077,1.62191590237103,0.143565410181815
0.078,1.62820892591394,0.143993868581661
0.079,1.59661590819365,0.144412625968681
0.08,1.6020637832041,0.144843051489166
0.081,1.63132117728292,0.145264381689522
0.082,1.5915331421863,0.145662612481727
0.083,1.57299871649969,0.146077132356394
0.084,1.58452909456159,0.146496275183573
0.085,1.59799464198259,0.146902741908744
0.086,1.59383745528029,0.147295181612512
0.087,1.56932665188573,0.147683772572259
0.088,1.57140941484231,0.148080327150974
0.089,1.58749408028112,0.148469592060166
0.09,1.57499935764671,0.148843230711513
0.091,1.59063867821488,0.149217900169391
0.092,1.63053945176377,0.149577013954323
0.093,1.60365693938291,0.149905728708716
0.094,1.57817595058793,0.15024347428185
0.095,1.59190975143995,0.150589676533484
0.096,1.57705261952909,0.150921264724257
0.097,1.56549916939495,0.151255205732775
0.098,1.60941186130447,0.15158959802464
0.099,1.59978358699403,0.151890801621032
0.1,1.61282509196598,0.152190978259774
0.101,1.60957295368056,0.152476505042265
0.102,1.60059461604715,0.152757117794918
0.103,1.57413308855517,0.153036256201637
0.104,1.57471446372494,0.153324447347668
0.105,1.57332264602329,0.153605642654926
0.106,1.56364495314076,0.153880963477896
0.107,1.55531680555937,0.154155453477868
0.108,1.57813714861211,0.154428403650339
0.109,1.58718382093725,0.154680679527787
0.11,1.61234310457921,0.154920577193892
0.111,1.59237804709887,0.155138078146571
0.112,1.59545768465645,0.155360719180575
0.113,1.59508499768217,0.155574552271671
0.114,1.60061956482857,0.155781627914836
0.115,1.57218378918039,0.155978316320083
0.116,1.57022378342868,0.156185376332806
0.117,1.55180126533236,0.156386805106928
0.118,1.54695767404217,0.156592763020986
0.119,1.55498490371387,0.156795098913101
0.12,1.58035989622098,0.156985803678714
0.121,1.58201665019586,0.157153918958669
0.122,1.6193465075303,0.157314135900711
0.123,1.64164752488403,0.1574440191679
0.124,1.60450997943884,0.157552855659616
0.125,1.57627503884933,0.157677399569767
0.126,1.56579235244072,0.157812407246928
0.127,1.52263526094554,0.157947131458238
0.128,1.54280561198032,0.158101674456699
0.129,1.5239212918918,0.158237017070155
0.13,1.52205220464702,0.158377384015844
0.131,1.52007979888848,0.158512320094062
0.132,1.54997285424984,0.158641896086427
0.133,1.56185803513316,0.158746012587947
0.134,1.55527445716778,0.158835919275978
0.135,1.5239008411893,0.158923190930212
0.136,1.56037065645762,0.159023272803772
0.137,1.52359065346002,0.159093768064566
0.138,1.49917185201573,0.159180418037617
0.139,1.51629236240309,0.159275780378384
0.14,1.50879066006439,0.159353952480108
0.141,1.5684375055629,0.159430364466449
0.142,1.56952089433399,0.159462238898127
0.143,1.59692581710206,0.15948671002769
0.144,1.56304031354638,0.159487110869065
0.145,1.57894311008976,0.159501787758876
0.146,1.5449604355252,0.159499780553615
0.147,1.57593386284033,0.159512291295226
0.148,1.55923830746348,0.159498716192631
0.149,1.57227878631431,0.159489086194428
0.15,1.54881239801309,0.159464845778961
0.151,1.52785143900986,0.159448755693145
0.152,1.52886313983211,0.159439303894523
0.153,1.55700429906255,0.159422823081473
0.154,1.5507211415534,0.159382139263419
0.155,1.56789245553585,0.159338913983544
0.156,1.55166266924092,0.159278426049376
0.157,1.54476652587018,0.159221579246483
0.158,1.5326867249355,0.15916264613618
0.159,1.53804202085694,0.159104961901606
0.16,1.52288478347714,0.159037711783597
0.161,1.50418487442705,0.15897368203366
0.162,1.53961460881021,0.158915105998321
0.163,1.54152188861619,0.158828160471599
