t,x,filter_mean,filter_cov,smoother_mean,smoother_cov,ACI_metric,signal_part,dispersion_part,E_j,F_j
0,4,4,0.1,4.1195753561002,0.041709416658169,0.217260043991247,0.0714913289324537,0.145768715058793,0.9955,-0.00799999999999983
0.005,4.00839677218569,3.96729462722544,0.0990277777777778,4.12011587754918,0.0416341237721181,0.261372608583979,0.117918098712245,0.143454509871734,0.995451622090766,-0.00802420029279613
0.01,4.00562444308048,3.95498582577282,0.0980780453147208,4.12083087465986,0.0415622050023012,0.281387311671637,0.140217824244382,0.141169487427255,0.995409004984278,-0.00801615919764876
0.015,3.98443681029127,3.97513635454633,0.0971566682589624,4.12160695372413,0.0414931951061385,0.249342674233609,0.110407431666563,0.138935242567046,0.995376087156748,-0.00795548531382171
0.02,3.99403063246571,3.94180190233337,0.0962730875895639,4.12225629058528,0.0414262982915762,0.305908355711349,0.16912195845529,0.136786397256059,0.995328781214585,-0.00798296053772806
0.025,4.00037983510177,3.91466986870736,0.0954082566196283,4.12309136831221,0.041362726986204,0.36231024632052,0.227650745525705,0.134659500794816,0.995283237157382,-0.00800108182883601
0.03,4.02978941309408,3.84897630426005,0.0945634357166335,4.12407984899059,0.0413023538016526,0.532725104546718,0.400165030752999,0.132560073793718,0.995226394946375,-0.00808480521164834
0.035,4.01747637096009,3.85488646679688,0.0937254535692086,4.12545698795205,0.0412461393602378,0.520990257618587,0.390547093293736,0.13044316432485,0.995190004708117,-0.00804957618445325
0.04,3.99306546991808,3.88091510424857,0.092916805174246,4.12679856859446,0.0411924099561384,0.453725809857241,0.32533769281756,0.128388117039681,0.995160425157038,-0.00798041345235583
0.045,3.98208393418368,3.88411701425958,0.0921425343316828,4.12798080538497,0.0411406161379084,0.449118944959168,0.322704107573026,0.126414837386143,0.9951252199931,-0.00794955953408146
0.05,3.9788802990981,3.87457711330747,0.0913941743725548,4.12914044666645,0.0410912376251764,0.479017697036817,0.354521998451889,0.124495698584928,0.995086832456562,-0.00794069369844335
0.055,3.94211388449012,3.9194947002239,0.0906667884898881,4.13035621730362,0.0410445551778457,0.367812530845349,0.245197718622842,0.122614812222507,0.995065714432422,-0.00783825091058886
0.06,3.93132259325926,3.92187640452722,0.0899760005619926,4.13128782289063,0.0409991582878912,0.364523125455558,0.243693550875038,0.120829574580519,0.995033005045625,-0.00780866097765717
0.065,3.90498107279077,3.94866799750082,0.0893076332260746,4.13219781613035,0.0409560149268775,0.307671125560381,0.188579593420194,0.119091532140187,0.995008746440282,-0.00773632361354684
0.07,3.90134450930187,3.93960680365432,0.0886680556824142,4.13292991498339,0.0409144436519205,0.328176555087437,0.210751352819874,0.117425202267563,0.994974219279998,-0.00772685043119678
0.075,3.9004643899132,3.9264948579438,0.0880456294149494,4.13371110873635,0.0408753042843131,0.359632984970353,0.243842737441055,0.115790247529298,0.994938781569949,-0.00772496788210245
0.08,3.88444910052221,3.93673561811121,0.0874385412844695,4.13456880339328,0.0408386913590442,0.337983817075617,0.223802734034189,0.114181083041428,0.994911303500533,-0.00768168280533807
0.085,3.90820158410208,3.88673485440167,0.0868529931937019,4.13535205549208,0.0408039693914575,0.468455385225879,0.355834096242237,0.112621288983642,0.994864730621204,-0.00774715880596719
0.09,3.89545634368236,3.89237981536054,0.0862708527730743,4.13645604301387,0.0407727272671071,0.456314135412025,0.345268436502998,0.111045698909027,0.994836141634295,-0.00771283847639651
0.095,3.89444207861927,3.88039779677952,0.0857079293373879,4.1375184423548,0.0407435147460463,0.495188716860303,0.385676254765201,0.109512462095102,0.994802389603732,-0.00771058725717903
0.1,3.85723493515546,3.92232788906881,0.0851585520814354,4.13865596432859,0.040716774608057,0.382770703766953,0.274768857629535,0.108001846137418,0.99478712171538,-0.00761025881512185
0.105,3.8293746325714,3.94951790665555,0.0846373114043781,4.13950811270251,0.0406910091641593,0.319809532468487,0.21324093236672,0.106568600101767,0.994768508634375,-0.0075358580606444
0.11,3.8104094540456,3.96326651030102,0.0841391281024097,4.14016855595618,0.0406665020730904,0.291163533966645,0.185967780168169,0.105195753798476,0.994746510709673,-0.00748574426870881
0.115,3.78991270807054,3.97892198056718,0.0836595115491452,4.14072513400456,0.0406435429078652,0.260337168219544,0.156469120949276,0.103868047270268,0.994726097586309,-0.00743180153029865
0.12,3.78389683197691,3.97385498856528,0.0831983493682955,4.14116281586559,0.0406220160043741,0.270810141813356,0.168223944876826,0.10258619693653,0.994699290431696,-0.00741661078309866
0.125,3.82012273374083,3.90978031910862,0.0827494113984432,4.14162272257235,0.0406024596976057,0.426109116609449,0.324781162400207,0.101327954209242,0.994651833486578,-0.00751388652156207
0.13,3.83617213330776,3.87443089730608,0.0822962833680363,4.14251579032827,0.0405865873523495,0.536683369777232,0.436651006129369,0.100032363647863,0.994613866269668,-0.00755740893036408
0.135,3.83490274093494,3.86378986844272,0.0818468613841485,4.1436484622614,0.0405736576443519,0.577188307264968,0.478459596431999,0.0987287108329686,0.994584475858142,-0.00755465023427052
0.14,3.79597221333153,3.90586211100386,0.0814076388196011,4.14485160834073,0.0405629974280271,0.448243844903626,0.350802336644957,0.0974415082586685,0.994574277104441,-0.00745183576401858
