fun,quantity,same,maxabs,info
ref_enso_u_filter,filter_mean,1,0,numeric[1 20001]
ref_enso_u_filter,filter_cov,1,0,numeric[1 20001]
ref_enso_u_filter,S_xoS_x_inv,1,0,numeric[3 3 20001]
ref_enso_u_filter,S_yoS_y,1,0,numeric[1 1]
ref_enso_u_smoother,smoother_mean,1,0,numeric[1 20001]
ref_enso_u_smoother,smoother_cov,1,0,numeric[1 20001]
ref_enso_u_smoother,E_j_matrices,1,0,numeric[1 20001]
ref_enso_u_smoother,F_j_matrices,1,0,numeric[1 3 20001]
