t,x,L_x,f_x,L_y,f_y
1.575,1.6824856597066,-0.672994263882642,1.85073422567726,-0.23175143402934,0
1.58,1.66201693453729,-0.664806773814918,1.82821862799102,-0.233798306546271,0
1.585,1.64722289429811,-0.658889157719244,1.81194518372792,-0.235277710570189,0
1.59,1.66521888542798,-0.666087554171193,1.83174077397078,-0.233478111457202,0
1.595,1.67204993484302,-0.668819973937209,1.83925492832732,-0.232795006515698,0
1.6,1.66898603912203,-0.667594415648813,1.83588464303423,-0.233101396087797,0
1.605,1.66911228487442,-0.667644913949766,1.83602351336186,-0.233088771512558,0
1.61,1.68386036037088,-0.673544144148353,1.85224639640797,-0.231613963962912,0
1.615,1.65994891427067,-0.663979565708267,1.82594380569773,-0.234005108572933,0
1.62,1.64249264778759,-0.656997059115037,1.80674191256635,-0.235750735221241,0
1.625,1.6429767689804,-0.65719070759216,1.80727444587844,-0.23570232310196,0
1.63,1.66588417478864,-0.666353669915455,1.8324725922675,-0.233411582521136,0
1.635,1.65989298604804,-0.663957194419217,1.82588228465285,-0.234010701395196,0
1.64,1.63782457574972,-0.655129830299888,1.80160703332469,-0.236217542425028,0
1.645,1.6018491599755,-0.640739663990199,1.76203407597305,-0.23981508400245,0
1.65,1.57941109742637,-0.631764438970549,1.73735220716901,-0.242058890257363,0
1.655,1.61536963852331,-0.646147855409326,1.77690660237565,-0.238463036147669,0
1.66,1.61327656676299,-0.645310626705196,1.77460422343929,-0.238672343323701,0
1.665,1.70103359215975,-0.680413436863902,1.87113695137573,-0.229896640784025,0
1.67,1.702909780182,-0.681163912072801,1.8732007582002,-0.2297090219818,0
1.675,1.68455251899875,-0.6738210075995,1.85300777089862,-0.231544748100125,0
1.68,1.69763812244251,-0.679055248977005,1.86740193468676,-0.230236187755749,0
1.685,1.69874644826154,-0.679498579304614,1.86862109308769,-0.230125355173846,0
1.69,1.67469086143086,-0.669876344572344,1.84215994757395,-0.232530913856914,0
1.695,1.63233484117396,-0.652933936469586,1.79556832529136,-0.236766515882604,0
1.7,1.62640065834769,-0.650560263339076,1.78904072418246,-0.237359934165231,0
1.705,1.60633515247299,-0.642534060989197,1.76696866772029,-0.239366484752701,0
1.71,1.61342220481082,-0.645368881924329,1.7747644252919,-0.238657779518918,0
1.715,1.61622058400627,-0.646488233602508,1.7778426424069,-0.238377941599373,0
1.72,1.61272484712069,-0.645089938848276,1.77399733183276,-0.238727515287931,0
1.725,1.58537778478783,-0.634151113915131,1.74391556326661,-0.241462221521217,0
1.73,1.55786074878398,-0.623144299513594,1.71364682366238,-0.244213925121602,0
1.735,1.5764821913174,-0.63059287652696,1.73413041044914,-0.24235178086826,0
1.74,1.58386756131644,-0.633547024526578,1.74225431744809,-0.241613243868356,0
1.745,1.58342119561875,-0.6333684782475,1.74176331518062,-0.241657880438125,0
1.75,1.57927108495441,-0.631708433981765,1.73719819344985,-0.242072891504559,0
1.755,1.57219049426204,-0.628876197704817,1.72940954368825,-0.242780950573796,0
1.76,1.59845994182133,-0.639383976728534,1.75830593600347,-0.240154005817867,0
1.765,1.55356309662572,-0.621425238650288,1.70891940628829,-0.244643690337428,0
1.77,1.57018920808301,-0.628075683233205,1.72720812889131,-0.242981079191699,0
1.775,1.51903754759339,-0.607615019037357,1.67094130235273,-0.248096245240661,0
1.78,1.51872993443161,-0.607491973772645,1.67060292787477,-0.248127006556839,0
1.785,1.48236497992515,-0.592945991970061,1.63060147791767,-0.251763502007485,0
