-0.1625,0,0,0,-0.1625,0,-0.0407106929903435,-0.0814213859806869,-2
-0.1625,0,0,0,-0.1625,0,-0.040832706121224,-0.081665412242448,-2
-0.1625,0,0,0,-0.1625,0,-0.0407168613553275,-0.0814337227106551,-2
-0.1625,0,0,0,-0.1625,0,-0.0405527004615273,-0.0811054009230546,-2
-0.1625,0,0,0,-0.1625,0,-0.0406739466940189,-0.0813478933880379,-2
-0.1625,0,0,0,-0.1625,0,-0.0406093644029695,-0.0812187288059389,-2
-0.1625,0,0,0,-0.1625,0,-0.0407090133462069,-0.0814180266924138,-2
-0.1625,0,0,0,-0.1625,0,-0.0405801936155943,-0.0811603872311886,-2
-0.1625,0,0,0,-0.1625,0,-0.0404441458130088,-0.0808882916260177,-2
-0.1625,0,0,0,-0.1625,0,-0.0405457590559285,-0.0810915181118571,-2
-0.1625,0,0,0,-0.1625,0,-0.0407135794872181,-0.0814271589744363,-2
-0.1625,0,0,0,-0.1625,0,-0.0408926875141471,-0.0817853750282942,-2
-0.1625,0,0,0,-0.1625,0,-0.0407401810045748,-0.0814803620091496,-2
-0.1625,0,0,0,-0.1625,0,-0.0409041846825792,-0.0818083693651584,-2
-0.1625,0,0,0,-0.1625,0,-0.0408903521156181,-0.0817807042312362,-2
-0.1625,0,0,0,-0.1625,0,-0.0408513866749304,-0.0817027733498608,-2
-0.1625,0,0,0,-0.1625,0,-0.0405751367219834,-0.0811502734439667,-2
-0.1625,0,0,0,-0.1625,0,-0.0407230825870915,-0.0814461651741829,-2
-0.1625,0,0,0,-0.1625,0,-0.0407973457866553,-0.0815946915733106,-2
-0.1625,0,0,0,-0.1625,0,-0.0408307983475144,-0.0816615966950288,-2
-0.1625,0,0,0,-0.1625,0,-0.0408253606797656,-0.0816507213595312,-2
-0.1625,0,0,0,-0.1625,0,-0.0407275988564999,-0.0814551977129999,-2
-0.1625,0,0,0,-0.1625,0,-0.0407754067879311,-0.0815508135758621,-2
-0.1625,0,0,0,-0.1625,0,-0.0408709701790899,-0.0817419403581798,-2
-0.1625,0,0,0,-0.1625,0,-0.0407709895402203,-0.0815419790804405,-2
-0.1625,0,0,0,-0.1625,0,-0.0407525566634313,-0.0815051133268625,-2
-0.1625,0,0,0,-0.1625,0,-0.0407976206532242,-0.0815952413064484,-2
-0.1625,0,0,0,-0.1625,0,-0.040722618409058,-0.081445236818116,-2
-0.1625,0,0,0,-0.1625,0,-0.0407721838045715,-0.081544367609143,-2
-0.1625,0,0,0,-0.1625,0,-0.0406844665847185,-0.081368933169437,-2
-0.1625,0,0,0,-0.1625,0,-0.0409803357785871,-0.0819606715571743,-2
-0.1625,0,0,0,-0.1625,0,-0.0410024237544804,-0.0820048475089608,-2
-0.1625,0,0,0,-0.1625,0,-0.0409954746581617,-0.0819909493163234,-2
-0.1625,0,0,0,-0.1625,0,-0.0411227549937906,-0.0822455099875813,-2
-0.1625,0,0,0,-0.1625,0,-0.0411192206380413,-0.0822384412760825,-2
-0.1625,0,0,0,-0.1625,0,-0.0410116633688155,-0.082023326737631,-2
-0.1625,0,0,0,-0.1625,0,-0.0410686803619084,-0.0821373607238168,-2
-0.1625,0,0,0,-0.1625,0,-0.0409248979745557,-0.0818497959491114,-2
-0.1625,0,0,0,-0.1625,0,-0.0408491039191872,-0.0816982078383743,-2
-0.1625,0,0,0,-0.1625,0,-0.0410553380535102,-0.0821106761070205,-2
-0.1625,0,0,0,-0.1625,0,-0.0410444849138496,-0.0820889698276992,-2
