0,1
0.001,0.998568143350372
0.002,1.02036123202317
0.003,1.04093335932929
0.004,1.04115629170712
0.005,1.05437977288832
0.006,1.05075797288076
0.007,1.04570077425475
0.008,1.04172193519015
0.009,1.0519503378185
0.01,1.0861990142707
0.011,1.07587809711847
0.012,1.07480833180423
0.013,1.09612665873261
0.014,1.08383777087197
0.015,1.08035689430667
0.016,1.07646334503147
0.017,1.10759694659147
0.018,1.10344331823997
0.019,1.09755257927734
0.02,1.12497869675343
0.021,1.15363479763318
0.022,1.15431610660759
0.023,1.19080058563235
0.024,1.20899754784815
0.025,1.24151880130472
0.026,1.27594604655957
0.027,1.2259049221436
0.028,1.20447756735272
0.029,1.21510393289718
0.03,1.21856485102207
0.031,1.22840534851829
0.032,1.21365205355193
0.033,1.18579498251453
0.034,1.16330200754541
0.035,1.18616081730279
0.036,1.23265198258196
0.037,1.24485815972264
0.038,1.24115283765326
0.039,1.27450636368306
0.04,1.27457118609921
0.041,1.29488846564972
0.042,1.3174259689868
0.043,1.33882298336995
0.044,1.32393580134212
0.045,1.31979478629954
0.046,1.31586724097536
0.047,1.34227764156566
0.048,1.34150672245907
0.049,1.33683858284171
0.05,1.37591664190735
0.051,1.40445527232231
0.052,1.40922210440917
0.053,1.43983110089409
0.054,1.46130748714274
0.055,1.46504855872344
0.056,1.47194838281484
0.057,1.47677515961457
0.058,1.49226407523893
0.059,1.49332968853764
0.06,1.48815309391844
0.061,1.49801291785571
0.062,1.51711656006845
0.063,1.53636987116044
0.064,1.57303046101741
0.065,1.58955793486116
0.066,1.60788355483656
0.067,1.60552481947503
0.068,1.62519874584664
0.069,1.60333371666767
0.07,1.65115314760296
0.071,1.65684324966932
0.072,1.6630590863916
0.073,1.66850145880263
0.074,1.68938171503699
0.075,1.73776273474858
0.076,1.75250139559436
0.077,1.717607276799
0.078,1.70247558013506
0.079,1.7413667404076
0.08,1.7503409738769
0.081,1.78224656245353
0.082,1.80021175772777
0.083,1.7573284140114
0.084,1.77472106920115
0.085,1.76950937035124
0.086,1.83120741741284
0.087,1.83936547567724
0.088,1.80768545088894
0.089,1.8134737798917
0.09,1.80053885633431
0.091,1.84327945952255
0.092,1.80251164523999
0.093,1.83778973097803
0.094,1.80627928910194
0.095,1.80440391149652
0.096,1.82967588630992
0.097,1.87790246945941
0.098,1.89288426894218
0.099,1.90563380699994
0.1,1.93411315738753
0.101,1.94707842264754
0.102,1.9671515788971
0.103,1.98519096719057
0.104,2.01280606773423
0.105,2.04986205998488
0.106,2.09414420327377
0.107,2.08112252868807
0.108,2.09489417407
0.109,2.11785412969849
0.11,2.15078731851445
0.111,2.1350079586886
0.112,2.1031613583036
0.113,2.11192692346822
0.114,2.10855881006034
0.115,2.07678481344684
0.116,2.07063759251266
0.117,2.09309910457528
0.118,2.07090172161819
0.119,2.07434674302726
0.12,2.0763362199391
0.121,2.08349466349569
0.122,2.08123550836326
0.123,2.09220124140474
0.124,2.07657639301617
0.125,2.06410331238212
0.126,2.06656662216251
0.127,2.10876560135138
0.128,2.15149215487484
0.129,2.14304917374323
0.13,2.16389115739499
0.131,2.17468751194481
0.132,2.18865873831482
0.133,2.1837832248815
0.134,2.23951117706391
0.135,2.26846912411337
0.136,2.29753179748418
0.137,2.36117658849333
0.138,2.38580256865206
0.139,2.38633916108488
0.14,2.39711280685926
0.141,2.41726300775286
0.142,2.39636895073467
0.143,2.43629188475634
0.144,2.4696502653203
0.145,2.49641148550609
0.146,2.47460579307192
0.147,2.51358301857132
0.148,2.52452907529914
0.149,2.54988912372091
0.15,2.5621400351973
0.151,2.6129285665937
0.152,2.5957233873562
0.153,2.58016150520821
0.154,2.56308770559569
0.155,2.5755325180463
0.156,2.5839928947659
0.157,2.60942399307418
0.158,2.62388260324574
0.159,2.63682951940852
0.16,2.62508563050865
0.161,2.60313593247556
0.162,2.5783784315801
0.163,2.57443454974009
0.164,2.56769566995875
0.165,2.60377643488792
0.166,2.60023441062323
0.167,2.60623674181176
0.168,2.63983856084556
0.169,2.67630832868808
0.17,2.68643600942447
0.171,2.69857776722488
0.172,2.69238982716948
0.173,2.71686440295934
0.174,2.6963108519968
0.175,2.68362603627629
0.176,2.67137075394503
0.177,2.68645710550182
0.178,2.69893627808123
0.179,2.73510512034755
0.18,2.74934477943836
0.181,2.74121943557374
0.182,2.76839723164662
0.183,2.80792549281074
0.184,2.84033146167008
0.185,2.86122116646497
0.186,2.88331717262656
0.187,2.90182679814278
0.188,2.91143617372229
0.189,2.94197095799521
0.19,2.95185888265188
0.191,2.98651322790413
0.192,2.96783086085992
0.193,2.94014424520268
0.194,2.91748154882374
0.195,2.91484540911307
0.196,2.92461944361089
0.197,2.91965268441092
0.198,2.91109701335472
0.199,2.93440310749316
0.2,2.9575499961086
0.201,2.98383873494783
0.202,3.00835433798175
0.203,3.01159501126646
0.204,2.99601998334622
0.205,2.97072552220985
0.206,2.98096323601464
0.207,2.98436124016467
0.208,2.98562817820515
0.209,2.98450296165586
0.21,3.00466956462749
0.211,3.01010840383197
0.212,2.9897735671804
0.213,3.00554294192287
0.214,3.03818491506248
