"index","n_re","peak_aci","peak_matlab","obj_aci","obj_msimps","obj_matlab","d_obj_native","d_obj_msimps","quad_diff","settled_frac","monotone"
364,938,0.0342118611292098,0.03421186112921,0.0921997990042414,0.0921997963768909,0.0921997963768903,2.62735110057033e-09,6.10622663543836e-16,2.62735048994767e-09,0.994669509594883,FALSE
365,937,0.0346386877111669,0.0346386877111687,0.0905891147795367,0.0905891147795367,0.0905891147795353,1.4432899320127e-15,1.42941214420489e-15,1.38777878078145e-17,0.994663820704376,FALSE
366,936,0.0350706309056003,0.0350706309055995,0.0895545200859538,0.089554517457205,0.0895545174572063,2.62874748357955e-09,1.31838984174237e-15,2.62874880196939e-09,0.99465811965812,FALSE
367,935,0.0355077451782078,0.0355077451782085,0.0877973427319707,0.0877973427319707,0.0877973427319708,1.38777878078145e-16,1.38777878078145e-16,0,0.994652406417112,FALSE
368,934,0.035950085422237,0.0359500854222373,0.0870108684373768,0.0870108658071946,0.0870108658071944,2.63018237744994e-09,2.35922392732846e-16,2.63018214152755e-09,0.994646680942184,FALSE
369,933,0.0363977069587016,0.0363977069587021,0.0860663430989107,0.0860663430989107,0.0860663430989101,5.96744875736022e-16,5.96744875736022e-16,0,0.994640943193998,FALSE
370,932,0.0368506655365219,0.0368506655365227,0.0852469558587649,0.0852469532271136,0.0852469532271135,2.63165139680055e-09,5.55111512312578e-17,2.6316513412894e-09,0.994635193133047,FALSE
371,931,0.0373090173325897,0.0373090173325899,0.0832801118386051,0.0832801118386051,0.0832801118386055,4.30211422042248e-16,4.30211422042248e-16,0,0.994629430719656,FALSE
372,930,0.0377728189517507,0.037772818951751,0.0823181028510066,0.0823181002178494,0.0823181002178483,2.63315828863409e-09,1.13797860024079e-15,2.63315715065549e-09,0.995698924731183,FALSE
373,929,0.0382421274267119,0.0382421274267115,0.0806264402276202,0.0806264402276202,0.0806264402276199,2.91433543964104e-16,2.91433543964104e-16,0,0.995694294940797,FALSE
374,928,0.0387170002178605,0.0387170002178596,0.0798984945013425,0.079898491866642,0.0798984918666423,2.63470022188184e-09,3.19189119579733e-16,2.63470054107096e-09,0.995689655172414,FALSE
375,927,0.0391974952130057,0.0391974952130052,0.0783564282801861,0.0783564282801861,0.0783564282801867,5.96744875736022e-16,5.96744875736022e-16,0,0.995685005393743,FALSE
376,926,0.0396836707270292,0.0396836707270295,0.077619347379936,0.0776193447436538,0.0776193447436531,2.63628292807017e-09,6.52256026967279e-16,2.63628227581414e-09,0.995680345572354,FALSE
377,925,0.0401755855014531,0.0401755855014532,0.0762901707878218,0.0762901707878218,0.0762901707878216,2.22044604925031e-16,2.22044604925031e-16,0,0.995675675675676,FALSE
378,924,0.0406732987039157,0.0406732987039162,0.0753547541708822,0.075354751532979,0.0753547515329789,2.63790331245239e-09,8.32667268468867e-17,2.63790322918567e-09,0.995670995670996,FALSE
379,923,0.0411768699275576,0.041176869927558,0.0735547973453639,0.0735547973453639,0.0735547973453629,1.04083408558608e-15,1.04083408558608e-15,0,0.99566630552546,FALSE
380,922,0.0416863591903188,0.0416863591903202,0.0719494546638741,0.0719494520243097,0.0719494520243081,2.63956599633186e-09,1.63757896132211e-15,2.6395643587529e-09,0.995661605206074,FALSE
381,921,0.0292240096266223,0.0292240096266223,0.100972848123576,0.100972848123576,0.100972848123575,9.15933995315754e-16,9.15933995315754e-16,0,0.995656894679696,FALSE
382,920,0.0295862923792278,0.0295862923792277,0.0998706710660719,0.099870667252018,0.0998706672520179,3.81405394767054e-09,4.16333634234434e-17,3.81405390603717e-09,0.995652173913044,FALSE
383,919,0.0250092035382063,0.0250092035382071,0.116528996428759,0.116528996428759,0.116528996428755,3.56659146660832e-15,3.56659146660832e-15,0,0.997823721436344,FALSE
384,918,0.0253242883171016,0.0253242883171017,0.11637480335038,0.116374798780717,0.116374798780717,4.56966273154613e-09,4.02455846426619e-16,4.56966313400198e-09,0.997821350762527,FALSE
